"Problem","Planner","Successes","Min Plan Length","Max Plan Length","Avg. Plan Length","Plan Length Std.","Min Nodes Visited","Max Nodes Visited","Avg. Nodes Visited","Nodes Visited Std.","Min Nodes Generated","Max Nodes Generated","Avg. Nodes Generated","Nodes Generated Std.","Min Time (ms)","Max Time (ms)","Avg. Time (ms)","Time Std. (ms)"
"space_any","EFS h+",10,2,2,2.0,0.0,7,7,7.0,0.0,47,47,47.0,0.0,1,2,1.6,0.48989794855663565
"space_any","EFS hmax",10,2,2,2.0,0.0,5,5,5.0,0.0,42,42,42.0,0.0,1,2,1.6,0.48989794855663565
"space_any","EFS rp",10,2,3,2.3,0.45825756949558405,7,13,8.8,2.7495454169735045,47,84,58.1,16.955530071336607,1,5,2.6,1.2
"space_any","GFS h+",10,2,2,2.0,0.0,2,2,2.0,0.0,12,12,12.0,0.0,0,1,0.5,0.5
"space_any","GFS hmax",10,2,2,2.0,0.0,2,2,2.0,0.0,12,12,12.0,0.0,0,1,0.3,0.45825756949558405
"space_any","GFS rp",10,2,3,2.3,0.45825756949558405,6,21,16.5,6.87386354243376,54,113,95.3,27.037196600239454,3,6,4.6,1.1135528725660042
"space_two","BFS",10,3,3,3.0,0.0,17,18,17.3,0.45825756949558405,213,214,213.3,0.45825756949558394,4,5,4.3,0.45825756949558405
"space_two","EFS",10,3,3,3.0,0.0,14,15,14.3,0.45825756949558405,92,92,92.0,0.0,2,3,2.1,0.3
"space_two","GFS",10,3,3,3.0,0.0,14,15,14.5,0.5,94,94,94.0,0.0,1,2,1.6,0.48989794855663565
"space_two","A* h+",10,3,3,3.0,0.0,27,27,27.0,0.0,282,282,282.0,0.0,14,15,14.2,0.39999999999999997
"space_two","A* hmax",10,3,3,3.0,0.0,27,27,27.0,0.0,281,281,281.0,0.0,14,15,14.3,0.45825756949558405
"space_two","A* rp",10,3,3,3.0,0.0,13,30,24.3,7.443789357578572,82,351,261.3,118.03478300907746,4,15,11.1,4.7
"space_two","EFS h+",10,3,3,3.0,0.0,8,8,8.0,0.0,56,56,56.0,0.0,2,2,2.0,0.0
"space_two","EFS hmax",10,3,3,3.0,0.0,6,6,6.0,0.0,51,51,51.0,0.0,2,2,2.0,0.0
"space_two","EFS rp",10,3,3,3.0,0.0,8,13,9.5,2.29128784747792,56,84,64.4,12.831211945876353,2,4,2.8,0.8717797887081347
"space_two","GFS h+",10,3,3,3.0,0.0,7,7,7.0,0.0,50,50,50.0,0.0,1,2,1.3,0.45825756949558405
"space_two","GFS hmax",10,3,3,3.0,0.0,7,7,7.0,0.0,50,50,50.0,0.0,1,2,1.5,0.5
"space_two","GFS rp",10,3,3,3.0,0.0,6,25,19.3,8.706893820416097,54,135,110.7,37.118863129142305,3,7,5.3,1.5524174696260025
"space_three","BFS",10,3,3,3.0,0.0,17,18,17.3,0.45825756949558405,213,214,213.3,0.45825756949558394,4,5,4.8,0.39999999999999997
"space_three","EFS",10,3,3,3.0,0.0,14,15,14.3,0.45825756949558405,92,92,92.0,0.0,2,2,2.0,0.0
"space_three","GFS",10,3,3,3.0,0.0,34,47,38.3,5.348831648126533,197,244,215.5,17.528548142958105,4,6,4.7,0.6403124237432849
"space_three","A* h+",10,3,3,3.0,0.0,27,27,27.0,0.0,282,282,282.0,0.0,14,15,14.5,0.5
"space_three","A* hmax",10,3,3,3.0,0.0,27,27,27.0,0.0,281,281,281.0,0.0,14,19,15.4,1.3564659966250536
"space_three","A* rp",10,3,3,3.0,0.0,13,112,80.2,44.08809363082055,82,1765,1224.4,749.4975917239493,4,76,52.7,31.93759540103168
"space_three","EFS h+",10,3,3,3.0,0.0,21,21,21.0,0.0,132,132,132.0,0.0,5,6,5.3,0.45825756949558405
"space_three","EFS hmax",10,3,3,3.0,0.0,14,14,14.0,0.0,120,120,120.0,0.0,5,5,5.0,0.0
"space_three","EFS rp",10,3,3,3.0,0.0,13,16,15.1,1.3747727084867523,84,170,144.2,39.41015097662023,4,7,6.2,1.2489995996796797
"space_three","GFS h+",10,3,3,3.0,0.0,27,27,27.0,0.0,135,135,135.0,0.0,5,6,5.5,0.5
"space_three","GFS hmax",10,3,3,3.0,0.0,19,19,19.0,0.0,132,132,132.0,0.0,5,6,5.5,0.5
"space_three","GFS rp",10,3,4,3.7,0.45825756949558405,6,90,64.3,38.16818046488462,54,788,555.8,328.6304307272837,3,37,25.8,14.938540758722052
"space_four","BFS",10,5,5,5.0,0.0,113,131,119.8,6.734983296193095,1527,1758,1611.9,86.75534565662221,35,42,37.3,2.570992026436488
"space_four","EFS",10,5,5,5.0,0.0,506,509,506.9,1.374772708486752,2990,3000,2993.0,4.58257569495584,67,68,67.6,0.4898979485566356
"space_four","GFS",10,5,5,5.0,0.0,125,154,136.7,10.621205204683696,910,1106,981.8,68.45407219442828,22,38,25.4,4.521061822182927
"space_four","A* h+",10,5,5,5.0,0.0,49,51,49.6,0.9165151389911681,442,460,447.4,8.248636250920512,25,27,25.5,0.6708203932499369
"space_four","A* hmax",10,5,5,5.0,0.0,49,51,49.6,0.9165151389911681,438,456,443.4,8.248636250920512,26,27,26.2,0.40000000000000013
"space_four","A* rp",10,6,6,6.0,0.0,3770,4397,3994.9,192.94012024459818,32415,39687,34887.2,2602.7814660474287,1800,2116,1914.9,110.52732693773065
"space_four","EFS h+",10,5,5,5.0,0.0,209,214,210.5,2.29128784747792,1080,1120,1092.0,18.33030277982336,42,45,42.9,1.374772708486752
"space_four","EFS hmax",10,5,5,5.0,0.0,95,100,96.5,2.29128784747792,884,924,896.0,18.33030277982336,35,38,36.2,1.2489995996796797
"space_four","EFS rp",10,6,6,6.0,0.0,1024,1026,1024.6,0.9165151389911681,5727,5738,5730.3,4.2673176586703745,258,262,259.6,1.2806248474865698
"space_four","GFS h+",10,5,5,5.0,0.0,52,54,52.6,0.9165151389911681,304,322,309.4,8.248636250920512,15,17,15.7,0.6403124237432849
"space_four","GFS hmax",10,5,5,5.0,0.0,42,44,42.6,0.9165151389911681,300,318,305.4,8.248636250920512,15,17,15.7,0.6403124237432849
"space_four","GFS rp",10,6,6,6.0,0.0,1137,1383,1298.7,74.65795336064336,9674,10758,10402.7,289.99863792783583,568,645,621.3,22.307173734025564
"space_all","BFS",10,6,6,6.0,0.0,857,890,866.9,14.909393012460301,12764,13262,12913.4,228.2122696088008,322,344,329.3,8.258934555982389
"space_all","EFS",10,6,6,6.0,0.0,1374,1383,1376.7,3.6619666847201113,7853,8067,7917.2,95.96436838743847,215,220,217.1,1.9209372712298545
"space_all","GFS",10,6,6,6.0,0.0,1132,1234,1163.8,42.83176391417939,8522,9112,8703.2,256.57193922952683,225,245,232.1,8.080222769206305
"space_all","A* h+",10,6,6,6.0,0.0,934,936,934.6,0.9165151389911679,9491,9501,9494.0,4.58257569495584,437,442,439.7,1.3453624047073711
"space_all","A* hmax",10,6,6,6.0,0.0,916,918,916.6,0.9165151389911679,9290,9300,9293.0,4.58257569495584,437,443,439.8,2.181742422927143
"space_all","A* rp",10,6,6,6.0,0.0,3770,4397,3994.9,192.94012024459818,32415,39687,34887.2,2602.7814660474287,1809,2157,1949.6,129.32300646056757
"space_all","EFS h+",10,6,6,6.0,0.0,1152,1154,1152.6,0.9165151389911681,6454,6464,6457.0,4.58257569495584,283,288,285.9,1.5132745950421556
"space_all","EFS hmax",10,6,6,6.0,0.0,761,763,761.6,0.9165151389911679,5677,5687,5680.0,4.58257569495584,259,260,259.3,0.45825756949558394
"space_all","EFS rp",10,6,6,6.0,0.0,1024,1026,1024.6,0.9165151389911681,5727,5738,5730.3,4.2673176586703745,257,276,261.3,5.1778373863998475
"space_all","GFS h+",10,6,6,6.0,0.0,1384,1388,1385.2,1.8330302779823358,7979,8001,7985.6,10.081666528902849,354,370,358.7,4.796873982084582
"space_all","GFS hmax",10,6,6,6.0,0.0,1048,1052,1049.2,1.8330302779823358,7879,7901,7885.6,10.081666528902849,351,377,360.5,9.17877987534291
"space_all","GFS rp",10,6,6,6.0,0.0,1137,1383,1298.7,74.65795336064336,9674,10758,10402.7,289.99863792783583,563,714,637.6,39.7421690399505
"raiders","BFS",10,6,6,6.0,0.0,692,996,790.2,111.68330224344193,5107,8688,6242.9,1315.9070977846422,110,199,138.8,32.307274722576025
"raiders","EFS",10,6,6,6.0,0.0,320,322,320.4,0.8,2315,2341,2320.2,10.4,63,65,63.4,0.66332495807108
"raiders","GFS",10,6,6,6.0,0.0,993,2097,1414.8,356.4426461578356,5632,11048,7390.3,1904.589197176126,127,250,167.3,43.16723294351863
"raiders","A* h+",10,6,6,6.0,0.0,388,406,397.6,6.1351446600711865,3468,3658,3564.5,64.44881690147616,155,163,158.3,2.6476404589747453
"raiders","A* hmax",10,6,6,6.0,0.0,180,192,185.9,3.7802116342871597,1956,2040,1994.1,25.216859439668532,84,89,86.6,1.8
"raiders","A* rp",10,6,6,6.0,0.0,409,679,492.5,86.50231210782749,3117,6068,3948.9,947.965447682562,148,301,189.5,49.66940708323384
"raiders","EFS h+",10,6,6,6.0,0.0,88,88,88.0,0.0,675,675,675.0,0.0,28,29,28.8,0.4
"raiders","EFS hmax",10,6,6,6.0,0.0,48,48,48.0,0.0,455,455,455.0,0.0,19,20,19.5,0.5
"raiders","EFS rp",10,6,6,6.0,0.0,90,112,96.6,10.081666528902849,675,919,748.2,111.8148469569225,31,43,34.9,4.887739763939975
"raiders","GFS h+",10,6,6,6.0,0.0,4124,4571,4373.6,185.06117907329997,9104,9961,9585.1,348.17623411140517,508,558,535.5,19.132433196015608
"raiders","GFS hmax",10,6,6,6.0,0.0,972,1224,1045.7,87.00350567649558,5249,6517,5658.5,446.5653927478035,289,360,311.2,24.97518768698245
"raiders","GFS rp",10,6,6,6.0,0.0,539,2147,1704.3,539.0530678884965,2449,5517,4600.2,1029.3217961356886,128,325,267.8,67.03998806682472
"treasure","BFS",10,4,4,4.0,0.0,50,50,50.0,0.0,137,137,137.0,0.0,0,1,0.3,0.45825756949558394
"treasure","EFS",10,4,4,4.0,0.0,74,74,74.0,0.0,169,169,169.0,0.0,0,2,1.0,0.4472135954999579
"treasure","GFS",10,4,4,4.0,0.0,44,44,44.0,0.0,100,102,101.2,0.9797958971132712,0,1,0.6,0.48989794855663565
"treasure","A* h+",10,4,4,4.0,0.0,58,58,58.0,0.0,97,97,97.0,0.0,0,1,0.9,0.3
"treasure","A* hmax",10,4,4,4.0,0.0,35,35,35.0,0.0,80,80,80.0,0.0,0,1,0.6,0.48989794855663565
"treasure","A* rp",10,4,4,4.0,0.0,47,47,47.0,0.0,97,97,97.0,0.0,1,1,1.0,0.0
"treasure","EFS h+",10,4,4,4.0,0.0,60,60,60.0,0.0,133,133,133.0,0.0,1,1,1.0,0.0
"treasure","EFS hmax",10,4,4,4.0,0.0,22,22,22.0,0.0,78,78,78.0,0.0,0,1,0.7,0.45825756949558405
"treasure","EFS rp",10,4,4,4.0,0.0,61,61,61.0,0.0,133,133,133.0,0.0,1,2,1.2,0.4000000000000001
"treasure","GFS h+",10,4,4,4.0,0.0,29,29,29.0,0.0,81,81,81.0,0.0,0,1,0.6,0.4898979485566356
"treasure","GFS hmax",10,4,4,4.0,0.0,24,24,24.0,0.0,77,77,77.0,0.0,0,1,0.5,0.5
"treasure","GFS rp",10,4,4,4.0,0.0,31,31,31.0,0.0,87,87,87.0,0.0,0,1,0.9,0.30000000000000004
"gramma_any","BFS",10,3,3,3.0,0.0,2166,2168,2167.0,0.6324555320336759,33633,33653,33642.8,6.368673331236263,2073,2196,2117.0,28.92749557082327
"gramma_any","EFS",10,3,3,3.0,0.0,45682,45979,45809.2,105.3753291809805,174453,175886,175255.9,508.6825041221685,19300,29406,21446.0,3923.9859326964975
"gramma_any","GFS",10,3,3,3.0,0.0,64376,64376,64376.0,0.0,106634,106634,106634.0,0.0,9973,15270,11577.6,2379.746969742792
"gramma_any","A* h+",10,3,3,3.0,0.0,3450,3454,3452.2,1.4696938456699071,52803,52816,52808.2,6.368673331236263,24482,38947,29288.7,6332.4418204986305
"gramma_any","A* hmax",10,3,3,3.0,0.0,3406,3410,3408.2,1.4696938456699071,50037,50132,50091.7,25.900000000000002,23354,37229,28323.4,6085.4682679314
"gramma_any","A* rp",10,5,5,5.0,0.0,2957,3373,3192.1,163.65784429717996,45569,51182,48746.1,2140.0852997018596,22044,39462,28585.6,6212.760806597982
"gramma_any","EFS h+",10,3,3,3.0,0.0,8630,8672,8651.8,14.925146565444509,47622,47811,47716.5,64.8525250086687,22815,40417,30254.5,7083.192292321309
"gramma_any","EFS hmax",10,3,3,3.0,0.0,1618,1845,1806.7,64.64835651429972,22730,26140,25608.1,972.4849047671639,12250,24295,20945.7,4628.621458922732
"gramma_any","EFS rp",10,3,3,3.0,0.0,8229,8700,8379.3,132.74942561081008,45652,47467,46313.4,517.9984942063056,20716,45728,34246.6,8608.59014241008
"gramma_any","GFS h+",10,3,3,3.0,0.0,23965,23967,23965.6,0.8,43474,43489,43479.4,6.681317235396026,23190,30083,28804.4,1905.2117572595441
"gramma_any","GFS hmax",10,3,3,3.0,0.0,2862,2864,2862.6,0.8,24212,24246,24223.0,14.085453489327207,15535,17153,16745.3,446.0854290379815
"gramma_any","GFS rp",10,3,3,3.0,0.0,3477,3490,3482.4,5.851495535331118,6488,6522,6504.0,14.184498581197715,3693,4063,3778.0,102.2985825903761
"gramma_win","BFS",10,5,5,5.0,0.0,11259,11579,11429.2,129.77195382670325,188694,193547,191171.2,1951.2507168480424,20415,21257,20906.0,265.75439789399536
"gramma_win","EFS",10,5,5,5.0,0.0,399815,485200,442275.5,40182.659939954196,1585883,1916248,1749707.5,154801.92199856564,227143,425568,326702.6,69443.53926061085
"gramma_win","GFS",0,,,,,1000000,1000000,1000000.0,0.0,1597394,1611960,1605795.4,5933.155319052418,190468,292969,222219.8,45902.92997140814
"gramma_win","A* h+",10,5,5,5.0,0.0,35005,35033,35017.9,6.920260110718383,487400,487906,487553.1,172.01595856198927,213838,326152,260541.6,37676.32594932792
"gramma_win","A* hmax",10,5,5,5.0,0.0,18292,18910,18617.3,250.281062008295,280659,288971,284882.6,3344.555342642726,124223,243412,172034.4,30164.228212238417
"gramma_win","A* rp",10,5,5,5.0,0.0,2957,3373,3192.1,163.65784429717996,45569,51182,48746.1,2140.0852997018596,23721,30456,27586.0,2241.269149388355
"gramma_win","EFS h+",10,5,5,5.0,0.0,127145,155167,141032.7,12756.77876307338,592087,719699,655226.1,58764.45255160641,393204,671149,474170.7,88527.84824793834
"gramma_win","EFS hmax",10,5,5,5.0,0.0,21905,27118,24203.0,2310.7678810300267,292880,364465,324331.7,31581.864565126616,173169,374545,286959.6,72451.91832270558
"gramma_win","EFS rp",10,5,5,5.0,0.0,111959,140421,126225.2,13353.888540795899,522473,652622,587685.3,61623.766433170895,342302,603303,487071.9,87924.74160604624
"gramma_win","GFS h+",0,,,,,1000000,1000000,1000000.0,0.0,1734811,1734909,1734865.8,31.53030288468539,789423,1850069,1446478.5,452565.7143483695
"gramma_win","GFS hmax",10,5,5,5.0,0.0,490575,494833,493094.1,1751.9763383105378,3964173,4005329,3988081.4,17179.492694488974,2087861,3648598,2948320.1,625087.7444219252
"gramma_win","GFS rp",10,5,5,5.0,0.0,411797,448607,433863.8,17989.94416222574,730928,799755,772365.5,33170.717213379634,363074,610375,474567.6,70337.13329557866
"jailbreak_lose","BFS",10,4,4,4.0,0.0,636,644,640.8,3.919183588453085,12516,12678,12613.2,79.36346766617497,157,161,159.7,1.4866068747318506
"jailbreak_lose","EFS",10,4,4,4.0,0.0,667647,736755,708659.3,32783.19524100724,1699058,1896811,1812288.8,84609.29731867532,26567,30887,28995.2,1541.3103386404698
"jailbreak_lose","GFS",0,,,,,1000000,1000000,1000000.0,0.0,1217711,1304115,1255573.3,28515.14713989742,20728,21718,21379.0,278.3116957657367
"jailbreak_lose","A* h+",10,4,4,4.0,0.0,472,472,472.0,0.0,10226,10226,10226.0,0.0,478,502,488.7,5.848931526355905
"jailbreak_lose","A* hmax",10,4,4,4.0,0.0,482,482,482.0,0.0,10486,10486,10486.0,0.0,501,548,528.0,12.041594578792296
"jailbreak_lose","A* rp",10,4,4,4.0,0.0,1042,1043,1042.1,0.3,11776,11803,11778.7,8.1,1032,1092,1061.4,19.15306763941484
"jailbreak_lose","EFS h+",10,4,4,4.0,0.0,79592,79592,79592.0,0.0,173701,173701,173701.0,0.0,11759,12338,12117.3,136.99638681366747
"jailbreak_lose","EFS hmax",10,4,4,4.0,0.0,2741,2741,2741.0,0.0,30514,30514,30514.0,0.0,1997,2088,2051.7,22.856290162666383
"jailbreak_lose","EFS rp",10,4,4,4.0,0.0,79597,96513,81300.3,5070.915717106724,173759,212101,177705.0,11465.879024305113,15417,20024,16343.1,1242.7502926976117
"jailbreak_lose","GFS h+",10,4,4,4.0,0.0,465371,465371,465371.0,0.0,550734,550734,550734.0,0.0,38286,39609,39218.6,419.66729679592623
"jailbreak_lose","GFS hmax",10,4,4,4.0,0.0,5737,5737,5737.0,0.0,61295,61295,61295.0,0.0,4222,4393,4267.7,44.842056152678815
"jailbreak_lose","GFS rp",10,4,4,4.0,0.0,427,428,427.1,0.3,5118,5132,5119.4,4.2,333,343,335.9,3.0805843601498726
"jailbreak_escape","BFS",10,6,6,6.0,0.0,905715,940004,918236.7,13537.624666461985,12743052,13421090,1.29886098E7,266576.68772448954,223507,244920,234390.7,7742.702991204041
"jailbreak_escape","EFS",0,,,,,1000000,1000000,1000000.0,0.0,2628098,2654652,2635965.8,9437.838500419468,41598,44635,42072.6,870.6566717139425
"jailbreak_escape","GFS",0,,,,,1000000,1000000,1000000.0,0.0,1217711,1304115,1255573.3,28515.14713989742,20770,24336,21662.8,922.4981083991446
"jailbreak_escape","A* h+",10,6,6,6.0,0.0,199071,199535,199244.2,186.03268530019128,3231432,3236446,3233252.9,1985.7797183977884,199005,318596,260505.0,56998.8362933841
"jailbreak_escape","A* hmax",10,6,6,6.0,0.0,200673,201137,200846.2,186.03268530019128,2313148,2316466,2314368.4,1321.313528274043,145835,231296,177624.5,37335.95667248932
"jailbreak_escape","A* rp",10,7,7,7.0,0.0,151368,167041,154983.5,6011.721820743205,2165257,2387824,2215574.1,85974.42106400018,176088,266829,224667.9,40584.94705540467
"jailbreak_escape","EFS h+",0,,,,,1000000,1000000,1000000.0,0.0,2118630,2119032,2118839.0,124.81666555392353,153867,240789,196426.4,40084.2924203484
"jailbreak_escape","EFS hmax",10,6,6,6.0,0.0,101473,104603,102819.7,1093.4032238840346,1061060,1092766,1074562.7,10998.050409504403,76052,119500,92678.9,19442.554613270346
"jailbreak_escape","EFS rp",0,,,,,1000000,1000000,1000000.0,0.0,2112250,2155522,2131011.9,11461.78240458263,206964,300912,259212.7,40099.32368020688
"jailbreak_escape","GFS h+",0,,,,,1000000,1000000,1000000.0,0.0,1250138,1276611,1263283.1,13078.569420620895,95959,127188,109351.8,11729.282832296269
"jailbreak_escape","GFS hmax",0,,,,,1000000,1000000,1000000.0,0.0,10470568,10486155,1.04806772E7,6102.887608337549,951042,1067092,1004659.4,42125.214487762554
"jailbreak_escape","GFS rp",0,,,,,1000000,1000000,1000000.0,0.0,1230612,1253213,1244887.3,9079.51248746319,108014,175726,139433.6,24927.003398724042
"jailbreak_revenge","BFS",0,,,,,1000000,1000000,1000000.0,0.0,14598080,14615930,1.46020988E7,6924.777711955814,269649,387523,337215.4,54139.868027545104
"jailbreak_revenge","EFS",0,,,,,1000000,1000000,1000000.0,0.0,2628098,2654652,2635965.8,9437.838500419468,41034,45567,42406.0,1891.877110173914
"jailbreak_revenge","GFS",0,,,,,1000000,1000000,1000000.0,0.0,1217711,1304115,1255573.3,28515.14713989742,20591,32775,24463.7,5245.529316475126
"jailbreak_revenge","A* h+",0,,,,,1000000,1000000,1000000.0,0.0,8421624,8422355,8421833.8,285.8988632366348,657730,766348,717192.6,47811.641177018806
"jailbreak_revenge","A* hmax",0,,,,,1000000,1000000,1000000.0,0.0,9679822,9685645,9682012.9,2413.0023808525348,734352,1006612,887584.1,124641.88841432883
"jailbreak_revenge","A* rp",0,,,,,1000000,1000000,1000000.0,0.0,4359140,4636527,4442202.7,79792.57536769946,452954,685964,583399.7,100935.86334504698
"jailbreak_revenge","EFS h+",0,,,,,1000000,1000000,1000000.0,0.0,2118630,2119032,2118839.0,124.81666555392353,152091,167382,159534.3,4689.65278139011
"jailbreak_revenge","EFS hmax",10,7,7,7.0,0.0,202696,208797,204669.1,2172.335031711269,2081960,2145653,2103514.7,22338.865445899435,146677,226411,181164.6,36180.502230345
"jailbreak_revenge","EFS rp",0,,,,,1000000,1000000,1000000.0,0.0,2112250,2155522,2131011.9,11461.78240458263,199670,301876,255926.1,40845.35054433981
"jailbreak_revenge","GFS h+",0,,,,,1000000,1000000,1000000.0,0.0,1250138,1276611,1263283.1,13078.569420620895,90843,124427,105690.0,10886.743737224644
"jailbreak_revenge","GFS hmax",0,,,,,1000000,1000000,1000000.0,0.0,10470568,10486155,1.04806772E7,6102.887608337549,964935,1054580,997059.4,28752.24899794797
"jailbreak_revenge","GFS rp",0,,,,,1000000,1000000,1000000.0,0.0,1230612,1253213,1244887.3,9079.51248746319,113044,164164,133643.2,22484.937770872308
"lovers","BFS",10,5,5,5.0,0.0,4661,13542,6524.8,2691.194745833159,90217,324279,138232.1,70057.68030908532,4513,18723,7432.4,4178.103186854054
"lovers","EFS",8,5,5,5.0,0.0,897670,1000000,920216.7,39927.97631999398,3956882,4368472,4049120.3,159042.8047740922,327708,568934,444242.4,95184.99915238746
"lovers","GFS",0,,,,,1000000,1000000,1000000.0,0.0,1805643,2059626,1984424.3,89292.06000093179,136038,253053,178620.0,36889.20933552249
"lovers","A* h+",0,,,,,1000000,1000000,1000000.0,0.0,21985675,24969498,2.30268438E7,1228682.2750078882,5324509,9975338,7466809.2,1414984.6439304422
"lovers","A* hmax",10,5,5,5.0,0.0,16274,18921,17243.4,1117.4562362795243,415817,438088,425347.2,8550.839406748322,107013,114800,111852.3,2514.6264951280536
"lovers","A* rp",10,5,5,5.0,0.0,27097,435154,68601.1,122185.51023705717,577312,8024275,1339754.0,2228210.231337474,140806,2175534,361338.7,604806.4020602048
"lovers","EFS h+",3,5,5,5.0,0.0,935438,1000000,984741.5,25543.79389695274,4566083,4829703,4759405.7,102555.2805388879,932786,1433338,1124471.6,221145.23457682735
"lovers","EFS hmax",10,5,5,5.0,0.0,7565,7771,7717.1,72.08668392983547,134179,136393,135700.9,734.3917823614314,23415,40863,31483.3,7017.488725320476
"lovers","EFS rp",10,5,5,5.0,0.0,154615,654552,237363.8,140220.061906847,613272,3021388,991754.6,680751.2839957336,122671,606351,215032.7,133414.69808162068
"lovers","GFS h+",0,,,,,1000000,1000000,1000000.0,0.0,1505180,1576596,1554930.9,28704.797886241944,390511,713696,491794.5,110499.8889748311
"lovers","GFS hmax",0,,,,,1000000,1000000,1000000.0,0.0,15602465,15923355,1.58289267E7,102868.16235070013,3701475,5289508,4533576.0,686586.6240042839
"lovers","GFS rp",0,,,,,1000000,1000000,1000000.0,0.0,1559923,2016023,1713481.3,165642.15664802847,424536,508427,455481.9,31107.305747846436
