"Problem","Planner","Run","Success?","Plan Length","Nodes Visited","Nodes Generated","Time (ms)"
"aladdin_any","A* hmax",2,false,,1000000,25630427,9339259
"aladdin_any","A* hmax",3,false,,1000000,25651863,9330402
"aladdin_any","A* hmax",4,false,,1000000,25629215,10719670
"aladdin_any","A* hmax",5,false,,1000000,25650235,9459346
"aladdin_any","A* hmax",6,false,,1000000,25650432,10826084
"aladdin_any","A* hmax",7,false,,1000000,25640140,10916866
"aladdin_any","A* hmax",8,false,,1000000,25624176,11151740
"aladdin_any","A* hmax",9,false,,1000000,25639217,10560039
"aladdin_any","A* hmax",10,false,,1000000,25646323,11440238
"aladdin_any","A* rp",1,false,,1000000,26816915,9135679
"aladdin_any","A* rp",2,false,,1000000,26846122,9318074
"aladdin_any","A* rp",3,false,,1000000,26848810,9155327
"aladdin_any","A* rp",4,false,,1000000,26797251,9201439
"aladdin_any","A* rp",5,false,,1000000,26825064,13169858
"aladdin_any","A* rp",6,false,,1000000,26846445,12889366
"aladdin_any","A* rp",7,false,,1000000,26803055,13266712
"aladdin_any","A* rp",8,false,,1000000,26849865,12396385
"aladdin_any","A* rp",9,false,,1000000,26850400,12408592
"aladdin_any","A* rp",10,false,,1000000,26831617,12680573
"aladdin_any","EFS h+",1,false,,1000000,4097841,1386004
"aladdin_any","EFS h+",2,false,,1000000,4097043,1356870
"aladdin_any","EFS h+",3,false,,1000000,4102399,1384650
"aladdin_any","EFS h+",4,false,,1000000,4094765,1346770
"aladdin_any","EFS h+",5,false,,1000000,4094982,1334597
"aladdin_any","EFS h+",6,false,,1000000,4084474,1292772
"aladdin_any","EFS h+",7,false,,1000000,4098471,1338349
"aladdin_any","EFS h+",8,false,,1000000,4084526,1336423
"aladdin_any","EFS h+",9,false,,1000000,4106921,1414026
"aladdin_any","EFS h+",10,false,,1000000,4099680,1381906
"aladdin_any","EFS hmax",1,false,,1000000,16723847,6259648
"aladdin_any","EFS hmax",2,false,,1000000,16723670,6289496
"aladdin_any","EFS hmax",3,false,,1000000,16260234,6272322
"aladdin_any","EFS hmax",4,false,,1000000,15869398,5920358
"aladdin_any","EFS hmax",5,false,,1000000,16323417,8378139
"aladdin_any","EFS hmax",6,false,,1000000,16712913,8700576
"aladdin_any","EFS hmax",7,false,,1000000,15865531,8407805
"aladdin_any","EFS hmax",8,false,,1000000,16694674,8688710
"aladdin_any","EFS hmax",9,false,,1000000,15680613,8180424
"aladdin_any","EFS hmax",10,false,,1000000,16696847,8832402
"aladdin_any","EFS rp",1,false,,1000000,3680776,1379040
"aladdin_any","EFS rp",2,false,,1000000,4002243,1430641
"aladdin_any","EFS rp",3,false,,1000000,4178345,1404024
"aladdin_any","EFS rp",4,false,,1000000,3830447,1319539
"aladdin_any","EFS rp",5,false,,1000000,3922474,1367123
"aladdin_any","EFS rp",6,false,,1000000,3919576,1270825
"aladdin_any","EFS rp",7,false,,1000000,4087726,1360016
"aladdin_any","EFS rp",8,false,,1000000,3965886,1338692
"aladdin_any","EFS rp",9,false,,1000000,4008191,1356021
"aladdin_any","EFS rp",10,false,,1000000,3678122,1331016
"aladdin_any","GFS h+",1,false,,1000000,1541548,493284
"aladdin_any","GFS h+",2,false,,1000000,8518951,2955544
"aladdin_any","GFS h+",3,false,,1000000,9084353,2993866
"aladdin_any","GFS h+",4,false,,1000000,8514488,2919865
"aladdin_any","GFS h+",5,false,,1000000,8518951,2864837
"aladdin_any","GFS h+",6,false,,1000000,9064835,4162829
"aladdin_any","GFS h+",7,false,,1000000,1521643,690841
"aladdin_any","GFS h+",8,false,,1000000,1541574,679660
"aladdin_any","GFS h+",9,false,,1000000,8514765,2887091
"aladdin_any","GFS h+",10,false,,1000000,8517689,4225414
"aladdin_any","GFS hmax",1,false,,1000000,9230629,3095482
"aladdin_any","GFS hmax",2,false,,1000000,8513768,2911709
"aladdin_any","GFS hmax",3,false,,1000000,9006041,4271344
"aladdin_any","GFS hmax",4,false,,1000000,8508572,3967116
"aladdin_any","GFS hmax",5,false,,1000000,8535454,3991517
"aladdin_any","GFS hmax",6,false,,1000000,9006849,2986724
"aladdin_any","GFS hmax",7,false,,1000000,9228137,4200489
"aladdin_any","GFS hmax",8,false,,1000000,9230733,2833101
"aladdin_any","GFS hmax",9,false,,1000000,8511209,3926464
"aladdin_any","GFS hmax",10,false,,1000000,8535421,2537907
"aladdin_any","GFS rp",1,false,,1000000,1516057,460047
"aladdin_any","GFS rp",2,false,,1000000,8753583,2748818
"aladdin_any","GFS rp",3,false,,1000000,9205174,2695259
"aladdin_any","GFS rp",4,false,,1000000,8004922,3799082
"aladdin_any","GFS rp",5,false,,1000000,6263267,2698208
"aladdin_any","GFS rp",6,false,,1000000,9243617,4507687
"aladdin_any","GFS rp",7,false,,1000000,1494545,695976
"aladdin_any","GFS rp",8,false,,1000000,1508846,687842
"aladdin_any","GFS rp",9,false,,1000000,8793441,2770946
"aladdin_any","GFS rp",10,false,,1000000,8639567,4257162
"aladdin_both","BFS",1,false,,1000000,34999712,4587890
"aladdin_both","BFS",2,false,,1000000,34999717,7329579
"aladdin_both","BFS",3,false,,1000000,35004125,4621296
"aladdin_both","BFS",4,false,,1000000,35003061,4615232
"aladdin_both","BFS",5,false,,1000000,34999713,7389750
"aladdin_both","BFS",6,false,,1000000,34998940,7402903
"aladdin_both","BFS",7,false,,1000000,35003061,7426870
"aladdin_both","BFS",8,false,,1000000,34998940,4653424
"aladdin_both","BFS",9,false,,1000000,35004125,7445948
"aladdin_both","BFS",10,false,,1000000,34993640,7453735
"aladdin_both","EFS",1,false,,1000000,21042645,3133581
"aladdin_both","EFS",2,false,,1000000,21122608,3140322
"aladdin_both","EFS",3,false,,1000000,21084354,3093455
"aladdin_both","EFS",4,false,,1000000,21080114,3130293
"aladdin_both","EFS",5,false,,1000000,21084287,4851555
"aladdin_both","EFS",6,false,,1000000,21087404,3147621
"aladdin_both","EFS",7,false,,1000000,21085034,3060388
"aladdin_both","EFS",8,false,,1000000,21121534,3086308
"aladdin_both","EFS",9,false,,1000000,21121962,4886567
"aladdin_both","EFS",10,false,,1000000,21079703,4899467
"aladdin_both","GFS",1,false,,1000000,12229291,1788490
"aladdin_both","GFS",2,false,,1000000,12229291,1169801
"aladdin_both","GFS",3,false,,1000000,12226292,1748127
"aladdin_both","GFS",4,false,,1000000,12227409,1126469
"aladdin_both","GFS",5,false,,1000000,12229291,1096793
"aladdin_both","GFS",6,false,,1000000,12229308,1096426
"aladdin_both","GFS",7,false,,1000000,12227409,1094987
"aladdin_both","GFS",8,false,,1000000,12229318,1736510
"aladdin_both","GFS",9,false,,1000000,12226294,1735038
"aladdin_both","GFS",10,false,,1000000,12499057,1085854
"aladdin_both","A* h+",1,false,,1000000,25867025,12485553
"aladdin_both","A* h+",2,false,,1000000,25840823,11924195
"aladdin_both","A* h+",3,false,,1000000,25865023,7909858
"aladdin_both","A* h+",4,false,,1000000,25844282,7988424
"aladdin_both","A* h+",5,false,,1000000,25864640,8064474
"aladdin_both","A* h+",6,false,,1000000,25864729,8007140
"aladdin_both","A* h+",7,false,,1000000,25858524,12182022
"aladdin_both","A* h+",8,false,,1000000,25836505,11889378
"aladdin_both","A* h+",9,false,,1000000,25847504,12377831
"aladdin_both","A* h+",10,false,,1000000,25865037,12570625
"aladdin_both","A* hmax",1,false,,1000000,25646517,7948120
"aladdin_both","A* hmax",2,false,,1000000,25630427,8210170
"aladdin_both","A* hmax",3,false,,1000000,25651863,7716564
"aladdin_both","A* hmax",4,false,,1000000,25629215,7955312
"aladdin_both","A* hmax",5,false,,1000000,25650235,12022722
"aladdin_both","A* hmax",6,false,,1000000,25650432,12316630
"aladdin_both","A* hmax",7,false,,1000000,25640140,12063966
"aladdin_both","A* hmax",8,false,,1000000,25624176,12635470
"aladdin_both","A* hmax",9,false,,1000000,25639217,12255346
"aladdin_both","A* hmax",10,false,,1000000,25646323,12238595
"aladdin_both","A* rp",1,false,,1000000,26816915,8179593
"aladdin_both","A* rp",2,false,,1000000,26846122,8543154
"aladdin_both","A* rp",3,false,,1000000,26848810,8221516
"aladdin_both","A* rp",4,false,,1000000,26797251,8235538
"aladdin_both","A* rp",5,false,,1000000,26825064,12361791
"aladdin_both","A* rp",6,false,,1000000,26846445,8306178
"aladdin_both","A* rp",7,false,,1000000,26803055,8317449
"aladdin_both","A* rp",8,false,,1000000,26849865,8457888
"aladdin_both","A* rp",9,false,,1000000,26850400,12538513
"aladdin_both","A* rp",10,false,,1000000,26831617,8701970
"aladdin_both","EFS h+",1,false,,1000000,4097841,2062920
"aladdin_both","EFS h+",2,false,,1000000,4097043,2024542
"aladdin_both","EFS h+",3,false,,1000000,4102399,1994414
"aladdin_both","EFS h+",4,false,,1000000,4094765,2005987
"aladdin_both","EFS h+",5,false,,1000000,4094982,1970691
"aladdin_both","EFS h+",6,false,,1000000,4084474,1926867
"aladdin_both","EFS h+",7,false,,1000000,4098471,1935295
"aladdin_both","EFS h+",8,false,,1000000,4084526,1941780
"aladdin_both","EFS h+",9,false,,1000000,4106921,1979228
"aladdin_both","EFS h+",10,false,,1000000,4099680,1962935
"aladdin_both","EFS hmax",1,false,,1000000,16723847,9228228
"aladdin_both","EFS hmax",2,false,,1000000,16723670,9261738
"aladdin_both","EFS hmax",3,false,,1000000,16260234,8991501
"aladdin_both","EFS hmax",4,false,,1000000,15869398,8741304
"aladdin_both","EFS hmax",5,false,,1000000,16323417,5913543
"aladdin_both","EFS hmax",6,false,,1000000,16712913,5992280
"aladdin_both","EFS hmax",7,false,,1000000,15865531,5554804
"aladdin_both","EFS hmax",8,false,,1000000,16694674,6148890
"aladdin_both","EFS hmax",9,false,,1000000,15680613,8727949
"aladdin_both","EFS hmax",10,false,,1000000,16696847,9728385
"aladdin_both","EFS rp",1,false,,1000000,3680776,1246580
"aladdin_both","EFS rp",2,false,,1000000,4002243,1315189
"aladdin_both","EFS rp",3,false,,1000000,4178345,1368240
"aladdin_both","EFS rp",4,false,,1000000,3830447,1877353
"aladdin_both","EFS rp",5,false,,1000000,3922474,1978288
"aladdin_both","EFS rp",6,false,,1000000,3919576,1278038
"aladdin_both","EFS rp",7,false,,1000000,4087726,1353851
"aladdin_both","EFS rp",8,false,,1000000,3965886,2012117
"aladdin_both","EFS rp",9,false,,1000000,4008191,1283855
"aladdin_both","EFS rp",10,false,,1000000,3678122,1238403
"aladdin_both","GFS h+",1,false,,1000000,1541548,661185
"aladdin_both","GFS h+",2,false,,1000000,8518951,4045648
"aladdin_both","GFS h+",3,false,,1000000,9084353,2724465
"aladdin_both","GFS h+",4,false,,1000000,8514488,4037524
"aladdin_both","GFS h+",5,false,,1000000,8518951,2585676
"aladdin_both","GFS h+",6,false,,1000000,9064835,4203365
"aladdin_both","GFS h+",7,false,,1000000,1521643,466346
"aladdin_both","GFS h+",8,false,,1000000,1541574,437889
"aladdin_both","GFS h+",9,false,,1000000,8514765,2871519
"aladdin_both","GFS h+",10,false,,1000000,8517689,4277079
"aladdin_both","GFS hmax",1,false,,1000000,9230629,2825396
"aladdin_both","GFS hmax",2,false,,1000000,8513768,2752782
"aladdin_both","GFS hmax",3,false,,1000000,9006041,2849731
"aladdin_both","GFS hmax",4,false,,1000000,8508572,2570691
"aladdin_both","GFS hmax",5,false,,1000000,8535454,2542508
"aladdin_both","GFS hmax",6,false,,1000000,9006849,4028052
"aladdin_both","GFS hmax",7,false,,1000000,9228137,4017536
"aladdin_both","GFS hmax",8,false,,1000000,9230733,4153164
"aladdin_both","GFS hmax",9,false,,1000000,8511209,3990584
"aladdin_both","GFS hmax",10,false,,1000000,8535421,3849059
"aladdin_both","GFS rp",1,false,,1000000,1516057,463156
"aladdin_both","GFS rp",2,false,,1000000,8753583,2818185
"aladdin_both","GFS rp",3,false,,1000000,9205174,2856899
"aladdin_both","GFS rp",4,false,,1000000,8004922,3687737
"aladdin_both","GFS rp",5,false,,1000000,6263267,1858576
"aladdin_both","GFS rp",6,false,,1000000,9243617,3033205
"aladdin_both","GFS rp",7,false,,1000000,1494545,669215
"aladdin_both","GFS rp",8,false,,1000000,1508846,472974
"aladdin_both","GFS rp",9,false,,1000000,8793441,4405967
"aladdin_both","GFS rp",10,false,,1000000,8639567,4485364
"hospital_any","BFS",1,true,4,31106,755032,20308
"hospital_any","BFS",2,true,4,31158,756042,20223
"hospital_any","BFS",3,true,4,31639,761128,20639
"hospital_any","BFS",4,true,4,31150,755796,20360
"hospital_any","BFS",5,true,4,31499,758769,20229
"hospital_any","BFS",6,true,4,31142,755576,31069
"hospital_any","BFS",7,true,4,31526,759291,20483
"hospital_any","BFS",8,true,4,31496,758937,31232
"hospital_any","BFS",9,true,4,31131,755520,20145
"hospital_any","BFS",10,true,4,31152,755866,20113
"hospital_any","EFS",1,false,,1000000,3762148,170530
"hospital_any","EFS",2,false,,1000000,3911352,116074
"hospital_any","EFS",3,false,,1000000,3887218,115155
"hospital_any","EFS",4,false,,1000000,3864921,176008
"hospital_any","EFS",5,false,,1000000,3882322,114950
"hospital_any","EFS",6,false,,1000000,3800179,112462
"hospital_any","EFS",7,false,,1000000,3808800,174678
"hospital_any","EFS",8,false,,1000000,3889067,115670
"hospital_any","EFS",9,false,,1000000,3799403,112412
"hospital_any","EFS",10,false,,1000000,3806664,112644
"hospital_any","GFS",1,true,4,37750,841226,40846
"hospital_any","GFS",2,true,4,218182,1117929,54495
"hospital_any","GFS",3,true,4,53282,1204432,38410
"hospital_any","GFS",4,true,4,218165,1117493,56668
"hospital_any","GFS",5,true,4,46184,1036189,32781
"hospital_any","GFS",6,true,4,38986,865982,27112
"hospital_any","GFS",7,true,4,225924,1298658,65666
"hospital_any","GFS",8,true,4,224718,1274486,42288
"hospital_any","GFS",9,true,4,217560,1105197,37359
"hospital_any","GFS",10,true,4,38986,865982,27360
"hospital_any","A* h+",1,true,4,317,9243,2812
"hospital_any","A* h+",2,true,4,317,9243,2708
"hospital_any","A* h+",3,true,4,317,9243,1623
"hospital_any","A* h+",4,true,4,317,9243,2685
"hospital_any","A* h+",5,true,4,317,9243,1639
"hospital_any","A* h+",6,true,4,317,9243,1602
"hospital_any","A* h+",7,true,4,317,9243,2791
"hospital_any","A* h+",8,true,4,317,9243,1611
"hospital_any","A* h+",9,true,4,317,9243,1639
"hospital_any","A* h+",10,true,4,317,9243,2746
"hospital_any","A* hmax",1,true,4,347,10047,1849
"hospital_any","A* hmax",2,true,4,347,10047,1891
"hospital_any","A* hmax",3,true,4,347,10047,2909
"hospital_any","A* hmax",4,true,4,347,10047,1851
"hospital_any","A* hmax",5,true,4,347,10047,1842
"hospital_any","A* hmax",6,true,4,347,10047,1875
"hospital_any","A* hmax",7,true,4,347,10047,1871
"hospital_any","A* hmax",8,true,4,347,10047,2945
"hospital_any","A* hmax",9,true,4,347,10047,1948
"hospital_any","A* hmax",10,true,4,347,10047,1984
"hospital_any","A* rp",1,true,4,153,4531,1048
"hospital_any","A* rp",2,true,4,47539,495761,145491
"hospital_any","A* rp",3,true,4,135,3919,910
"hospital_any","A* rp",4,true,4,457,13542,3076
"hospital_any","A* rp",5,true,4,135,3919,1669
"hospital_any","A* rp",6,true,4,135,3919,912
"hospital_any","A* rp",7,true,4,1768,32663,12542
"hospital_any","A* rp",8,true,4,117,3307,779
"hospital_any","A* rp",9,true,4,488,14463,3301
"hospital_any","A* rp",10,true,4,3232,89860,23405
"hospital_any","EFS h+",1,false,,1000000,3747401,861113
"hospital_any","EFS h+",2,false,,1000000,3746806,586474
"hospital_any","EFS h+",3,false,,1000000,3747464,587483
"hospital_any","EFS h+",4,false,,1000000,3745572,622559
"hospital_any","EFS h+",5,false,,1000000,3746942,924366
"hospital_any","EFS h+",6,false,,1000000,3748564,900452
"hospital_any","EFS h+",7,false,,1000000,3748750,593474
"hospital_any","EFS h+",8,false,,1000000,3747232,624193
"hospital_any","EFS h+",9,false,,1000000,3748504,632738
"hospital_any","EFS h+",10,false,,1000000,3748439,636752
"hospital_any","EFS hmax",1,true,4,133494,2326279,598020
"hospital_any","EFS hmax",2,true,4,133666,2328462,601957
"hospital_any","EFS hmax",3,true,4,133852,2329603,449847
"hospital_any","EFS hmax",4,true,4,133360,2325027,566804
"hospital_any","EFS hmax",5,true,4,133914,2331512,555329
"hospital_any","EFS hmax",6,true,4,133338,2325436,483301
"hospital_any","EFS hmax",7,true,4,133920,2333542,482002
"hospital_any","EFS hmax",8,true,4,133954,2332738,461365
"hospital_any","EFS hmax",9,true,4,133295,2324780,603826
"hospital_any","EFS hmax",10,true,4,133781,2331268,609897
"hospital_any","EFS rp",1,true,4,983987,3659034,636337
"hospital_any","EFS rp",2,true,5,594481,2493247,638735
"hospital_any","EFS rp",3,true,4,945707,3452290,938569
"hospital_any","EFS rp",4,false,,1000000,4081137,786018
"hospital_any","EFS rp",5,true,4,919282,3384318,605619
"hospital_any","EFS rp",6,true,4,908610,3347542,618140
"hospital_any","EFS rp",7,true,4,951950,3512643,939540
"hospital_any","EFS rp",8,true,4,900904,3309658,902457
"hospital_any","EFS rp",9,false,,1000000,4078218,729721
"hospital_any","EFS rp",10,true,5,703556,2847406,812893
"hospital_any","GFS h+",1,true,4,39,875,192
"hospital_any","GFS h+",2,true,4,96895,131651,25100
"hospital_any","GFS h+",3,true,4,39,875,205
"hospital_any","GFS h+",4,true,4,96895,131671,25972
"hospital_any","GFS h+",5,true,4,39,875,200
"hospital_any","GFS h+",6,true,4,39,875,193
"hospital_any","GFS h+",7,true,4,96895,131651,25612
"hospital_any","GFS h+",8,true,4,96895,131671,25048
"hospital_any","GFS h+",9,true,4,96895,131691,21280
"hospital_any","GFS h+",10,true,4,39,875,201
"hospital_any","GFS hmax",1,true,4,54,1196,259
"hospital_any","GFS hmax",2,true,4,810,12645,2436
"hospital_any","GFS hmax",3,true,4,54,1196,263
"hospital_any","GFS hmax",4,true,4,810,12645,2478
"hospital_any","GFS hmax",5,true,4,54,1196,253
"hospital_any","GFS hmax",6,true,4,54,1196,255
"hospital_any","GFS hmax",7,true,4,810,12645,2451
"hospital_any","GFS hmax",8,true,4,810,12645,2483
"hospital_any","GFS hmax",9,true,4,810,12645,2470
"hospital_any","GFS hmax",10,true,4,54,1196,257
"hospital_any","GFS rp",1,true,4,23,545,131
"hospital_any","GFS rp",2,true,4,28874,46373,10242
"hospital_any","GFS rp",3,true,4,23,545,137
"hospital_any","GFS rp",4,true,5,11723,27105,5718
"hospital_any","GFS rp",5,true,4,23,545,133
"hospital_any","GFS rp",6,true,4,23,545,132
"hospital_any","GFS rp",7,true,4,95991,131402,27413
"hospital_any","GFS rp",8,true,4,23,545,144
"hospital_any","GFS rp",9,true,5,11511,26085,5506
"hospital_any","GFS rp",10,true,5,10332,23032,4863
"hospital_both","BFS",1,false,,1000000,21824391,1338719
"hospital_both","BFS",2,false,,1000000,21538112,1632653
"hospital_both","BFS",3,false,,1000000,21579662,1638813
"hospital_both","BFS",4,false,,1000000,21542373,2467309
"hospital_both","BFS",5,false,,1000000,21571495,1623144
"hospital_both","BFS",6,false,,1000000,21811431,2039530
"hospital_both","BFS",7,false,,1000000,21796643,2041307
"hospital_both","BFS",8,false,,1000000,21560440,2499169
"hospital_both","BFS",9,false,,1000000,21820222,2047146
"hospital_both","BFS",10,false,,1000000,21799052,1321268
"hospital_both","EFS",1,false,,1000000,3762148,175986
"hospital_both","EFS",2,false,,1000000,3911352,179322
"hospital_both","EFS",3,false,,1000000,3887218,115687
"hospital_both","EFS",4,false,,1000000,3864921,115172
"hospital_both","EFS",5,false,,1000000,3882322,177020
"hospital_both","EFS",6,false,,1000000,3800179,113076
"hospital_both","EFS",7,false,,1000000,3808800,113543
"hospital_both","EFS",8,false,,1000000,3889067,115954
"hospital_both","EFS",9,false,,1000000,3799403,174388
"hospital_both","EFS",10,false,,1000000,3806664,113094
"hospital_both","GFS",1,false,,1000000,3998895,134770
"hospital_both","GFS",2,false,,1000000,4390146,147503
"hospital_both","GFS",3,false,,1000000,4357026,145675
"hospital_both","GFS",4,false,,1000000,4182640,212162
"hospital_both","GFS",5,false,,1000000,4349912,145029
"hospital_both","GFS",6,false,,1000000,4356283,144482
"hospital_both","GFS",7,false,,1000000,4018319,134258
"hospital_both","GFS",8,false,,1000000,4377788,147985
"hospital_both","GFS",9,false,,1000000,4361363,226221
"hospital_both","GFS",10,false,,1000000,4373202,150046
"hospital_both","A* h+",1,false,,1000000,22387072,4553737
"hospital_both","A* h+",2,false,,1000000,22391700,4647062
"hospital_both","A* h+",3,false,,1000000,22392993,4777668
"hospital_both","A* h+",4,false,,1000000,22390578,6334127
"hospital_both","A* h+",5,false,,1000000,22391435,6508032
"hospital_both","A* h+",6,false,,1000000,22385904,6669106
"hospital_both","A* h+",7,false,,1000000,22386062,6802609
"hospital_both","A* h+",8,false,,1000000,22391220,4914054
"hospital_both","A* h+",9,false,,1000000,22386191,6698907
"hospital_both","A* h+",10,false,,1000000,22386206,6563583
"hospital_both","A* hmax",1,false,,1000000,21991696,5107222
"hospital_both","A* hmax",2,false,,1000000,21951901,4863467
"hospital_both","A* hmax",3,false,,1000000,21982889,4840888
"hospital_both","A* hmax",4,false,,1000000,21968172,5150677
"hospital_both","A* hmax",5,false,,1000000,21974471,6174606
"hospital_both","A* hmax",6,false,,1000000,21995953,6340262
"hospital_both","A* hmax",7,false,,1000000,21989608,6036918
"hospital_both","A* hmax",8,false,,1000000,21972906,6309614
"hospital_both","A* hmax",9,false,,1000000,21994866,6337031
"hospital_both","A* hmax",10,false,,1000000,21993816,6669090
"hospital_both","A* rp",1,false,,1000000,25247249,5890121
"hospital_both","A* rp",2,false,,1000000,16065732,3891330
"hospital_both","A* rp",3,false,,1000000,25211446,5961604
"hospital_both","A* rp",4,false,,1000000,22766198,5525341
"hospital_both","A* rp",5,false,,1000000,25203517,8370424
"hospital_both","A* rp",6,false,,1000000,25303521,7953463
"hospital_both","A* rp",7,false,,1000000,17103739,5830733
"hospital_both","A* rp",8,false,,1000000,24425671,7919138
"hospital_both","A* rp",9,false,,1000000,25545061,6345855
"hospital_both","A* rp",10,false,,1000000,25633701,7912082
"hospital_both","EFS h+",1,false,,1000000,3747401,883914
"hospital_both","EFS h+",2,false,,1000000,3746806,927279
"hospital_both","EFS h+",3,false,,1000000,3747464,620018
"hospital_both","EFS h+",4,false,,1000000,3745572,624722
"hospital_both","EFS h+",5,false,,1000000,3746942,678396
"hospital_both","EFS h+",6,false,,1000000,3748564,816805
"hospital_both","EFS h+",7,false,,1000000,3748750,662951
"hospital_both","EFS h+",8,false,,1000000,3747232,693842
"hospital_both","EFS h+",9,false,,1000000,3748504,711721
"hospital_both","EFS h+",10,false,,1000000,3748439,717806
"hospital_both","EFS hmax",1,false,,1000000,17612858,4438647
"hospital_both","EFS hmax",2,false,,1000000,17603554,3411751
"hospital_both","EFS hmax",3,false,,1000000,17602400,3237363
"hospital_both","EFS hmax",4,false,,1000000,17621813,3501640
"hospital_both","EFS hmax",5,false,,1000000,17602981,4707650
"hospital_both","EFS hmax",6,false,,1000000,17615672,3433343
"hospital_both","EFS hmax",7,false,,1000000,17605946,3257128
"hospital_both","EFS hmax",8,false,,1000000,17604124,3298293
"hospital_both","EFS hmax",9,false,,1000000,17616033,4510772
"hospital_both","EFS hmax",10,false,,1000000,17605413,3320041
"hospital_both","EFS rp",1,false,,1000000,3714430,958290
"hospital_both","EFS rp",2,false,,1000000,3980154,1103337
"hospital_both","EFS rp",3,false,,1000000,3626511,922481
"hospital_both","EFS rp",4,false,,1000000,4081137,1102175
"hospital_both","EFS rp",5,false,,1000000,3626888,1016803
"hospital_both","EFS rp",6,false,,1000000,3626401,1040048
"hospital_both","EFS rp",7,false,,1000000,3671880,982555
"hospital_both","EFS rp",8,false,,1000000,3611603,1018218
"hospital_both","EFS rp",9,false,,1000000,4078218,1121879
"hospital_both","EFS rp",10,false,,1000000,3859374,1126941
"hospital_both","GFS h+",1,false,,1000000,1392330,371470
"hospital_both","GFS h+",2,false,,1000000,1392266,238165
"hospital_both","GFS h+",3,false,,1000000,1392308,237370
"hospital_both","GFS h+",4,false,,1000000,1392438,368735
"hospital_both","GFS h+",5,false,,1000000,1392322,336961
"hospital_both","GFS h+",6,false,,1000000,1392352,234345
"hospital_both","GFS h+",7,false,,1000000,1392324,332596
"hospital_both","GFS h+",8,false,,1000000,1392448,282298
"hospital_both","GFS h+",9,false,,1000000,1392559,268147
"hospital_both","GFS h+",10,false,,1000000,1392447,292861
"hospital_both","GFS hmax",1,false,,1000000,12249220,2942045
"hospital_both","GFS hmax",2,false,,1000000,12253648,3161419
"hospital_both","GFS hmax",3,false,,1000000,12252554,2555766
"hospital_both","GFS hmax",4,false,,1000000,12249362,2620639
"hospital_both","GFS hmax",5,false,,1000000,12253187,3101845
"hospital_both","GFS hmax",6,false,,1000000,12253329,3085085
"hospital_both","GFS hmax",7,false,,1000000,12254423,2575813
"hospital_both","GFS hmax",8,false,,1000000,12253286,2514016
"hospital_both","GFS hmax",9,false,,1000000,12249604,3266954
"hospital_both","GFS hmax",10,false,,1000000,12250186,3285227
"hospital_both","GFS rp",1,false,,1000000,1396976,292343
"hospital_both","GFS rp",2,false,,1000000,1523414,329701
"hospital_both","GFS rp",3,false,,1000000,1385794,267869
"hospital_both","GFS rp",4,false,,1000000,1554530,291267
"hospital_both","GFS rp",5,false,,1000000,1379971,263662
"hospital_both","GFS rp",6,false,,1000000,1396419,394163
"hospital_both","GFS rp",7,false,,1000000,1382591,266529
"hospital_both","GFS rp",8,false,,1000000,1391338,262610
"hospital_both","GFS rp",9,false,,1000000,1589128,286025
"hospital_both","GFS rp",10,false,,1000000,1560587,418420
"basketball_any","BFS",1,true,4,1053,30308,1088
"basketball_any","BFS",2,true,4,1033,30002,879
"basketball_any","BFS",3,true,4,868,23999,646
"basketball_any","BFS",4,true,4,2193,65881,2011
"basketball_any","BFS",5,true,4,1013,29680,866
"basketball_any","BFS",6,true,4,1003,29511,867
"basketball_any","BFS",7,true,4,2193,65881,2021
"basketball_any","BFS",8,true,4,1033,29970,879
"basketball_any","BFS",9,true,4,2203,66018,2009
"basketball_any","BFS",10,true,4,898,24490,660
"basketball_any","EFS",1,false,,1000000,3756122,166716
"basketball_any","EFS",2,true,3,687550,2705896,175275
"basketball_any","EFS",3,false,,1000000,4119256,275719
"basketball_any","EFS",4,false,,1000000,4384697,222152
"basketball_any","EFS",5,true,3,755513,2958455,123222
"basketball_any","EFS",6,true,3,683324,2686742,172738
"basketball_any","EFS",7,false,,1000000,4381512,223225
"basketball_any","EFS",8,false,,1000000,3778601,249550
"basketball_any","EFS",9,false,,1000000,4223321,214130
"basketball_any","EFS",10,false,,1000000,4155287,176688
"basketball_any","GFS",1,true,3,56212,145017,6933
"basketball_any","GFS",2,true,3,58846,142069,6724
"basketball_any","GFS",3,true,3,283388,508239,34382
"basketball_any","GFS",4,true,3,48607,147408,7095
"basketball_any","GFS",5,true,3,58930,143605,6888
"basketball_any","GFS",6,true,3,53164,141508,6671
"basketball_any","GFS",7,true,3,51646,147867,4579
"basketball_any","GFS",8,true,3,56213,145025,6814
"basketball_any","GFS",9,true,3,48630,147956,4567
"basketball_any","GFS",10,true,3,283753,507667,22503
"basketball_any","A* h+",1,true,3,183313,602450,184535
"basketball_any","A* h+",2,true,3,182915,601981,187142
"basketball_any","A* h+",3,true,3,177737,666819,131376
"basketball_any","A* h+",4,true,3,176387,581677,187140
"basketball_any","A* h+",5,true,3,184638,601639,116455
"basketball_any","A* h+",6,true,3,184045,602562,120417
"basketball_any","A* h+",7,true,3,176337,581506,118273
"basketball_any","A* h+",8,true,3,182854,601188,195173
"basketball_any","A* h+",9,true,3,177353,582843,190288
"basketball_any","A* h+",10,true,3,179326,669251,149194
"basketball_any","A* hmax",1,true,4,840,21855,4364
